Date,Available Beds,Wasted Beds,Wasted Potential,Daily Efficiency,Cumulative Available Beds,Cumulative Wasted Beds,Cumulative Wasted Potential,Cumulative Efficiency
2023-03-23,26.0,5.0,0,0.8076923076923077,2121.0,531.0,0,0.7496463932107497
2023-03-24,26.0,7.0,0,0.7307692307692307,2147.0,538.0,0,0.7494177922682813
2023-03-25,26.0,4.0,0,0.8461538461538461,2173.0,542.0,0,0.7505752416014726
2023-03-26,26.0,5.0,0,0.8076923076923077,2199.0,547.0,0,0.7512505684402001
2023-03-27,26.0,5.0,0,0.8076923076923077,2225.0,552.0,0,0.7519101123595505
2023-03-28,26.0,6.0,0,0.7692307692307693,2251.0,558.0,0,0.7521101732563306
2023-03-29,26.0,6.0,0,0.7692307692307693,2277.0,564.0,0,0.7523056653491436
2023-03-30,26.0,6.0,0,0.7692307692307693,2303.0,570.0,0,0.7524967433782024
2023-03-31,26.0,6.0,0,0.7692307692307693,2329.0,576.0,0,0.7526835551738944
2023-04-01,26.0,5.0,0,0.8076923076923077,2355.0,581.0,0,0.7532908704883228
2023-04-02,26.0,5.0,0,0.8076923076923077,2381.0,586.0,0,0.753884922301554
2023-04-03,26.0,5.0,0,0.8076923076923077,2407.0,591.0,0,0.754466140423764
2023-04-04,26.0,4.0,0,0.8461538461538461,2433.0,595.0,0,0.7554459515002055
2023-04-05,26.0,2.0,0,0.9230769230769231,2459.0,597.0,0,0.7572183814558764
2023-04-06,26.0,5.0,0,0.8076923076923077,2485.0,602.0,0,0.7577464788732394
2023-04-07,26.0,6.0,0,0.7692307692307693,2511.0,608.0,0,0.7578653922739944
2023-04-08,26.0,7.0,0,0.7307692307692307,2537.0,615.0,0,0.7575877020102483
2023-04-09,26.0,7.0,0,0.7307692307692307,2563.0,622.0,0,0.7573156457276629
2023-04-10,26.0,7.0,0,0.7307692307692307,2589.0,629.0,0,0.7570490536886829
2023-04-11,26.0,7.0,0,0.7307692307692307,2615.0,636.0,0,0.7567877629063098
2023-04-12,26.0,6.0,0,0.7692307692307693,2641.0,642.0,0,0.7569102612646724
2023-04-13,26.0,5.0,0,0.8076923076923077,2667.0,647.0,0,0.7574053243344582
2023-04-14,26.0,5.0,0,0.8076923076923077,2693.0,652.0,0,0.7578908280727813
2023-04-15,26.0,6.0,0,0.7692307692307693,2719.0,658.0,0,0.7579992644354542
2023-04-16,26.0,7.0,0,0.7307692307692307,2745.0,665.0,0,0.7577413479052824
2023-04-17,26.0,6.0,0,0.7692307692307693,2771.0,671.0,0,0.7578491519307109
2023-04-18,26.0,7.0,0,0.7307692307692307,2797.0,678.0,0,0.7575974258133714
2023-04-19,26.0,7.0,0,0.7307692307692307,2823.0,685.0,0,0.7573503365214311
2023-04-20,26.0,6.0,0,0.7692307692307693,2849.0,691.0,0,0.7574587574587575
2023-04-21,26.0,5.0,0,0.8076923076923077,2875.0,696.0,0,0.7579130434782608
2023-04-22,26.0,8.0,0,0.6923076923076923,2901.0,704.0,0,0.7573250603240262
2023-04-23,26.0,8.0,0,0.6923076923076923,2927.0,712.0,0,0.7567475230611548
2023-04-24,26.0,8.0,0,0.6923076923076923,2953.0,720.0,0,0.7561801557737894
2023-04-25,26.0,6.0,0,0.7692307692307693,2979.0,726.0,0,0.756294058408862
2023-04-26,26.0,5.0,0,0.8076923076923077,3005.0,731.0,0,0.756738768718802
2023-04-27,26.0,5.0,0,0.8076923076923077,3031.0,736.0,0,0.7571758495546025
2023-04-28,26.0,6.0,0,0.7692307692307693,3057.0,742.0,0,0.7572783774942754
2023-04-29,26.0,8.0,0,0.6923076923076923,3083.0,750.0,0,0.7567304573467402
2023-04-30,26.0,8.0,0,0.6923076923076923,3109.0,758.0,0,0.7561917015117401
2023-05-01,26.0,8.0,0,0.6923076923076923,3135.0,766.0,0,0.7556618819776715
2023-05-02,26.0,7.0,0,0.7307692307692307,3161.0,773.0,0,0.7554571338184118
2023-05-03,26.0,7.0,0,0.7307692307692307,3187.0,780.0,0,0.7552557263884531
2023-05-04,26.0,5.0,0,0.8076923076923077,3213.0,785.0,0,0.7556800497976969
2023-05-05,26.0,6.0,0,0.7692307692307693,3239.0,791.0,0,0.755788823711022
2023-05-06,26.0,6.0,0,0.7692307692307693,3265.0,797.0,0,0.755895865237366
2023-05-07,26.0,6.0,0,0.7692307692307693,3291.0,803.0,0,0.7560012154360377
2023-05-08,26.0,6.0,0,0.7692307692307693,3317.0,809.0,0,0.7561049140789871
2023-05-09,26.0,9.0,0,0.6538461538461539,3343.0,818.0,0,0.7553096021537541
2023-05-10,26.0,5.0,0,0.8076923076923077,3369.0,823.0,0,0.7557138616800237
2023-05-11,26.0,5.0,0,0.8076923076923077,3395.0,828.0,0,0.7561119293078056
2023-05-12,26.0,5.0,0,0.8076923076923077,3421.0,833.0,0,0.7565039462145572
2023-05-13,26.0,7.0,0,0.7307692307692307,3447.0,840.0,0,0.7563098346388164
2023-05-14,26.0,7.0,0,0.7307692307692307,3473.0,847.0,0,0.7561186294270084
2023-05-15,26.0,7.0,0,0.7307692307692307,3499.0,854.0,0,0.7559302657902258
2023-05-16,26.0,8.0,0,0.6923076923076923,3525.0,862.0,0,0.7554609929078014
2023-05-17,26.0,7.0,0,0.7307692307692307,3551.0,869.0,0,0.755280202759786
2023-05-18,26.0,6.0,0,0.7692307692307693,3577.0,875.0,0,0.7553816046966731
2023-05-19,24.0,5.0,0,0.7916666666666666,3601.0,880.0,0,0.7556234379339073
2023-05-20,26.0,4.0,0,0.8461538461538461,3627.0,884.0,0,0.7562724014336918
2023-05-21,26.0,5.0,0,0.8076923076923077,3653.0,889.0,0,0.7566383794141801
2023-05-22,26.0,5.0,0,0.8076923076923077,3679.0,894.0,0,0.756999184561022
2023-05-23,26.0,4.0,0,0.8461538461538461,3705.0,898.0,0,0.7576248313090418
2023-05-24,26.0,7.0,0,0.7307692307692307,3731.0,905.0,0,0.7574376842669526
2023-05-25,26.0,7.0,0,0.7307692307692307,3757.0,912.0,0,0.757253127495342
2023-05-26,26.0,8.0,0,0.6923076923076923,3783.0,920.0,0,0.7568067671160454
2023-05-27,26.0,7.0,0,0.7307692307692307,3809.0,927.0,0,0.7566290364925177
2023-05-28,26.0,7.0,0,0.7307692307692307,3835.0,934.0,0,0.7564537157757497
2023-05-29,26.0,6.0,0,0.7692307692307693,3861.0,940.0,0,0.7565397565397566
2023-05-30,26.0,5.0,0,0.8076923076923077,3887.0,945.0,0,0.7568819140725496
2023-05-31,26.0,6.0,0,0.7692307692307693,3913.0,951.0,0,0.7569639662662918
2023-06-01,26.0,6.0,0,0.7692307692307693,3939.0,957.0,0,0.7570449352627571
2023-06-02,26.0,4.0,0,0.8461538461538461,3965.0,961.0,0,0.7576292559899117
2023-06-03,26.0,5.0,0,0.8076923076923077,3991.0,966.0,0,0.7579553996492108
2023-06-04,26.0,6.0,0,0.7692307692307693,4017.0,972.0,0,0.7580283793876027
2023-06-05,26.0,6.0,0,0.7692307692307693,4043.0,978.0,0,0.7581004204798417
2023-06-06,24.0,5.0,0,0.7916666666666666,4067.0,983.0,0,0.7582985001229408
2023-06-07,26.0,4.0,0,0.8461538461538461,4093.0,987.0,0,0.7588565844124114
2023-06-08,26.0,3.0,0,0.8846153846153846,4119.0,990.0,0,0.7596504005826656
2023-06-09,26.0,3.0,0,0.8846153846153846,4145.0,993.0,0,0.7604342581423401
2023-06-10,26.0,5.0,0,0.8076923076923077,4171.0,998.0,0,0.7607288420043156
2023-06-11,26.0,5.0,0,0.8076923076923077,4197.0,1003.0,0,0.761019776030498
2023-06-12,26.0,5.0,0,0.8076923076923077,4223.0,1008.0,0,0.7613071276343831
2023-06-13,26.0,5.0,0,0.8076923076923077,4249.0,1013.0,0,0.7615909625794305
2023-06-14,26.0,5.0,0,0.8076923076923077,4275.0,1018.0,0,0.7618713450292398
2023-06-15,26.0,6.0,0,0.7692307692307693,4301.0,1024.0,0,0.7619158335270867
2023-06-16,26.0,5.0,0,0.8076923076923077,4327.0,1029.0,0,0.7621908943840998
2023-06-17,26.0,7.0,0,0.7307692307692307,4353.0,1036.0,0,0.7620032161727545
2023-06-18,26.0,7.0,0,0.7307692307692307,4379.0,1043.0,0,0.7618177666133821
2023-06-19,26.0,7.0,0,0.7307692307692307,4405.0,1050.0,0,0.7616345062429057
2023-06-20,26.0,7.0,0,0.7307692307692307,4431.0,1057.0,0,0.7614533965244866
2023-06-21,26.0,8.0,0,0.6923076923076923,4457.0,1065.0,0,0.7610500336549249
2023-06-22,26.0,8.0,0,0.6923076923076923,4483.0,1073.0,0,0.760651349542717
2023-06-23,26.0,8.0,0,0.6923076923076923,4509.0,1081.0,0,0.7602572632512752
2023-06-24,26.0,7.0,0,0.7307692307692307,4535.0,1088.0,0,0.7600882028665932
2023-06-25,26.0,7.0,0,0.7307692307692307,4561.0,1095.0,0,0.7599210699408024
2023-06-26,26.0,7.0,0,0.7307692307692307,4587.0,1102.0,0,0.7597558316982778
2023-06-27,26.0,7.0,0,0.7307692307692307,4613.0,1109.0,0,0.7595924561023195
2023-06-28,26.0,5.0,0,0.8076923076923077,4639.0,1114.0,0,0.7598620392325932
2023-06-29,26.0,5.0,0,0.8076923076923077,4665.0,1119.0,0,0.760128617363344
2023-06-30,26.0,4.0,0,0.8461538461538461,4691.0,1123.0,0,0.7606054146237476
2023-07-01,26.0,1.0,0,0.9615384615384616,4717.0,1124.0,0,0.7617129531481874
2023-07-02,26.0,1.0,0,0.9615384615384616,4743.0,1125.0,0,0.7628083491461101
2023-07-03,25.0,1.0,0,0.96,4768.0,1126.0,0,0.7638422818791947
2023-07-04,26.0,5.0,0,0.8076923076923077,4794.0,1131.0,0,0.7640801001251565
2023-07-05,26.0,5.0,0,0.8076923076923077,4820.0,1136.0,0,0.7643153526970954
2023-07-06,26.0,5.0,0,0.8076923076923077,4846.0,1141.0,0,0.7645480808914569
2023-07-07,26.0,4.0,0,0.8461538461538461,4872.0,1145.0,0,0.7649835796387521
2023-07-08,26.0,6.0,0,0.7692307692307693,4898.0,1151.0,0,0.7650061249489588
2023-07-09,26.0,6.0,0,0.7692307692307693,4924.0,1157.0,0,0.7650284321689683
2023-07-10,26.0,6.0,0,0.7692307692307693,4950.0,1163.0,0,0.7650505050505051
2023-07-11,24.0,5.0,0,0.7916666666666666,4974.0,1168.0,0,0.765178930438279
2023-07-12,24.0,6.0,0,0.75,4998.0,1174.0,0,0.7651060424169668
2023-07-13,26.0,6.0,0,0.7692307692307693,5024.0,1180.0,0,0.7651273885350318
2023-07-14,26.0,6.0,0,0.7692307692307693,5050.0,1186.0,0,0.7651485148514852
2023-07-15,26.0,8.0,0,0.6923076923076923,5076.0,1194.0,0,0.764775413711584
2023-07-16,26.0,7.0,0,0.7307692307692307,5102.0,1201.0,0,0.7646021168169346
2023-07-17,26.0,7.0,0,0.7307692307692307,5128.0,1208.0,0,0.7644305772230889
2023-07-18,26.0,6.0,0,0.7692307692307693,5154.0,1214.0,0,0.7644547923942568
2023-07-19,26.0,7.0,0,0.7307692307692307,5180.0,1221.0,0,0.7642857142857142
2023-07-20,26.0,7.0,0,0.7307692307692307,5206.0,1228.0,0,0.7641183250096043
2023-07-21,26.0,5.0,0,0.8076923076923077,5232.0,1233.0,0,0.7643348623853211
2023-07-22,24.0,5.0,0,0.7916666666666666,5256.0,1238.0,0,0.7644596651445966
2023-07-23,26.0,7.0,0,0.7307692307692307,5282.0,1245.0,0,0.7642938280954183
2023-07-24,26.0,7.0,0,0.7307692307692307,5308.0,1252.0,0,0.7641296156744537
2023-07-25,26.0,5.0,0,0.8076923076923077,5334.0,1257.0,0,0.764341957255343
2023-07-26,26.0,6.0,0,0.7692307692307693,5360.0,1263.0,0,0.764365671641791
2023-07-27,26.0,4.0,0,0.8461538461538461,5386.0,1267.0,0,0.7647604901596732
2023-07-28,26.0,4.0,0,0.8461538461538461,5412.0,1271.0,0,0.7651515151515151
2023-07-29,26.0,4.0,0,0.8461538461538461,5438.0,1275.0,0,0.7655388010297903
2023-07-30,26.0,4.0,0,0.8461538461538461,5464.0,1279.0,0,0.7659224011713031
2023-07-31,22.0,5.0,0,0.7727272727272727,5486.0,1284.0,0,0.7659496901203062
2023-08-01,26.0,4.0,0,0.8461538461538461,5512.0,1288.0,0,0.7663280116110305
2023-08-02,26.0,3.0,0,0.8846153846153846,5538.0,1291.0,0,0.7668833513903937
2023-08-03,20.0,1.0,0,0.95,5558.0,1292.0,0,0.7675422813961856
2023-08-04,22.0,2.0,0,0.9090909090909091,5580.0,1294.0,0,0.7681003584229391
2023-08-05,26.0,2.0,0,0.9230769230769231,5606.0,1296.0,0,0.7688191223688905
2023-08-06,26.0,2.0,0,0.9230769230769231,5632.0,1298.0,0,0.76953125
2023-08-07,26.0,2.0,0,0.9230769230769231,5658.0,1300.0,0,0.7702368328031106
2023-08-08,24.0,3.0,0,0.875,5682.0,1303.0,0,0.7706793382611756
2023-08-09,24.0,3.0,0,0.875,5706.0,1306.0,0,0.77111812127585
2023-08-10,24.0,2.0,0,0.9166666666666666,5730.0,1308.0,0,0.7717277486910995
2023-08-11,24.0,2.0,0,0.9166666666666666,5754.0,1310.0,0,0.7723322905804657
2023-08-12,26.0,3.0,0,0.8846153846153846,5780.0,1313.0,0,0.7728373702422145
2023-08-13,26.0,3.0,0,0.8846153846153846,5806.0,1316.0,0,0.7733379262831553
2023-08-14,26.0,3.0,0,0.8846153846153846,5832.0,1319.0,0,0.7738340192043895
2023-08-15,26.0,7.0,0,0.7307692307692307,5858.0,1326.0,0,0.7736428815295323
2023-08-16,24.0,5.0,0,0.7916666666666666,5882.0,1331.0,0,0.7737164229853791
2023-08-17,26.0,4.0,0,0.8461538461538461,5908.0,1335.0,0,0.7740352064996615
2023-08-18,26.0,4.0,0,0.8461538461538461,5934.0,1339.0,0,0.7743511964947759
2023-08-19,26.0,5.0,0,0.8076923076923077,5960.0,1344.0,0,0.774496644295302
2023-08-20,26.0,5.0,0,0.8076923076923077,5986.0,1349.0,0,0.7746408286000668
2023-08-21,26.0,5.0,0,0.8076923076923077,6012.0,1354.0,0,0.7747837658017299
2023-08-22,26.0,6.0,0,0.7692307692307693,6038.0,1360.0,0,0.7747598542563763
2023-08-23,26.0,6.0,0,0.7692307692307693,6064.0,1366.0,0,0.774736147757256
2023-08-24,26.0,6.0,0,0.7692307692307693,6090.0,1372.0,0,0.774712643678161
2023-08-25,24.0,6.0,0,0.75,6114.0,1378.0,0,0.7746156362446843
2023-08-26,26.0,9.0,0,0.6538461538461539,6140.0,1387.0,0,0.7741042345276873
2023-08-27,26.0,9.0,0,0.6538461538461539,6166.0,1396.0,0,0.7735971456373663
2023-08-28,26.0,9.0,0,0.6538461538461539,6192.0,1405.0,0,0.773094315245478
2023-08-29,26.0,7.0,0,0.7307692307692307,6218.0,1412.0,0,0.7729173367642329
2023-08-30,24.0,6.0,0,0.75,6242.0,1418.0,0,0.7728292214033964
2023-08-31,24.0,7.0,0,0.7083333333333334,6266.0,1425.0,0,0.7725821895946378
2023-09-01,26.0,7.0,0,0.7307692307692307,6292.0,1432.0,0,0.7724094087730451
2023-09-02,26.0,6.0,0,0.7692307692307693,6318.0,1438.0,0,0.7723963279518835
2023-09-03,26.0,7.0,0,0.7307692307692307,6344.0,1445.0,0,0.7722257250945775
2023-09-04,26.0,7.0,0,0.7307692307692307,6370.0,1452.0,0,0.7720565149136578
2023-09-05,26.0,7.0,0,0.7307692307692307,6396.0,1459.0,0,0.7718886804252658
2023-09-06,26.0,6.0,0,0.7692307692307693,6422.0,1465.0,0,0.771877919651199
2023-09-07,26.0,5.0,0,0.8076923076923077,6448.0,1470.0,0,0.7720223325062034
2023-09-08,26.0,5.0,0,0.8076923076923077,6474.0,1475.0,0,0.7721655854185975
2023-09-09,26.0,6.0,0,0.7692307692307693,6500.0,1481.0,0,0.7721538461538462
2023-09-10,26.0,6.0,0,0.7692307692307693,6526.0,1487.0,0,0.772142200429053
2023-09-11,26.0,6.0,0,0.7692307692307693,6552.0,1493.0,0,0.7721306471306472
2023-09-12,26.0,6.0,0,0.7692307692307693,6578.0,1499.0,0,0.7721191851626634
2023-09-13,26.0,5.0,0,0.8076923076923077,6604.0,1504.0,0,0.7722592368261659
2023-09-14,26.0,6.0,0,0.7692307692307693,6630.0,1510.0,0,0.7722473604826546
2023-09-15,26.0,5.0,0,0.8076923076923077,6656.0,1515.0,0,0.7723858173076923
2023-09-16,26.0,6.0,0,0.7692307692307693,6682.0,1521.0,0,0.7723735408560312
2023-09-17,26.0,6.0,0,0.7692307692307693,6708.0,1527.0,0,0.7723613595706619
2023-09-18,26.0,6.0,0,0.7692307692307693,6734.0,1533.0,0,0.7723492723492723
2023-09-19,26.0,6.0,0,0.7692307692307693,6760.0,1539.0,0,0.7723372781065089
2023-09-20,26.0,3.0,0,0.8846153846153846,6786.0,1542.0,0,0.7727674624226348
2023-09-21,22.0,4.0,0,0.8181818181818182,6808.0,1546.0,0,0.7729142185663925
2023-09-22,20.0,2.0,0,0.9,6828.0,1548.0,0,0.773286467486819
2023-09-23,26.0,7.0,0,0.7307692307692307,6854.0,1555.0,0,0.7731251823752553
2023-09-24,26.0,7.0,0,0.7307692307692307,6880.0,1562.0,0,0.7729651162790697
2023-09-25,21.0,3.0,0,0.8571428571428571,6901.0,1565.0,0,0.7732212722793798
2023-09-26,26.0,12.0,0,0.5384615384615384,6927.0,1577.0,0,0.7723401183773639
2023-09-27,26.0,12.0,0,0.5384615384615384,6953.0,1589.0,0,0.7714655544369337
2023-09-28,26.0,10.0,0,0.6153846153846154,6979.0,1599.0,0,0.7708840808138702
2023-09-29,26.0,9.0,0,0.6538461538461539,7005.0,1608.0,0,0.7704496788008566
2023-09-30,26.0,7.0,0,0.7307692307692307,7031.0,1615.0,0,0.7703029441046793
2023-10-01,26.0,7.0,0,0.7307692307692307,7057.0,1622.0,0,0.7701572906334136
2023-10-02,26.0,7.0,0,0.7307692307692307,7083.0,1629.0,0,0.770012706480305
2023-10-03,26.0,4.0,0,0.8461538461538461,7109.0,1633.0,0,0.7702911801941201
2023-10-04,26.0,3.0,0,0.8846153846153846,7135.0,1636.0,0,0.770707778556412
2023-10-05,26.0,6.0,0,0.7692307692307693,7161.0,1642.0,0,0.7707024158637061
2023-10-06,26.0,6.0,0,0.7692307692307693,7187.0,1648.0,0,0.7706970919716154
2023-10-07,26.0,9.0,0,0.6538461538461539,7213.0,1657.0,0,0.7702758907528074
2023-10-08,26.0,9.0,0,0.6538461538461539,7239.0,1666.0,0,0.7698577151540268
2023-10-09,26.0,9.0,0,0.6538461538461539,7265.0,1675.0,0,0.7694425326909842
2023-10-10,26.0,9.0,0,0.6538461538461539,7291.0,1684.0,0,0.7690303113427513
2023-10-11,26.0,7.0,0,0.7307692307692307,7317.0,1691.0,0,0.7688943556102228
2023-10-12,26.0,7.0,0,0.7307692307692307,7343.0,1698.0,0,0.768759362658314
2023-10-13,26.0,8.0,0,0.6923076923076923,7369.0,1706.0,0,0.7684896186728186
2023-10-14,26.0,7.0,0,0.7307692307692307,7395.0,1713.0,0,0.7683569979716024
2023-10-15,26.0,7.0,0,0.7307692307692307,7421.0,1720.0,0,0.7682253065624579
2023-10-16,26.0,7.0,0,0.7307692307692307,7447.0,1727.0,0,0.7680945347119645
2023-10-17,26.0,7.0,0,0.7307692307692307,7473.0,1734.0,0,0.7679646728221597
2023-10-18,26.0,7.0,0,0.7307692307692307,7499.0,1741.0,0,0.7678357114281904
2023-10-19,26.0,7.0,0,0.7307692307692307,7525.0,1748.0,0,0.7677076411960133
2023-10-20,26.0,5.0,0,0.8076923076923077,7551.0,1753.0,0,0.7678453185008608
2023-10-21,26.0,7.0,0,0.7307692307692307,7577.0,1760.0,0,0.7677180942325459
2023-10-22,26.0,7.0,0,0.7307692307692307,7603.0,1767.0,0,0.7675917401025911
2023-10-23,26.0,7.0,0,0.7307692307692307,7629.0,1774.0,0,0.767466247214576
2023-10-24,26.0,6.0,0,0.7692307692307693,7655.0,1780.0,0,0.767472240365774
2023-10-25,26.0,8.0,0,0.6923076923076923,7681.0,1788.0,0,0.767217810180966
2023-10-26,26.0,8.0,0,0.6923076923076923,7707.0,1796.0,0,0.7669650966653692
2023-10-27,26.0,8.0,0,0.6923076923076923,7733.0,1804.0,0,0.7667140825035562
